name,sfr_h18,tf_type,nndist_proj,nndist_kd,tf_confidence,modelu_rcorr,econame,mu_delta,grpn,fc,logmh,grpnassoc,grp,grpradeg,grpdedeg,logmhdyn,grpsig,grprproj,logmhdynstack,logmh_e17,logmhdynh_e17,grp_e17,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,ef21corr_rand,f21corr,f21,limflagmhi,confused,deconf_mode,ef21corr_sys,hitelescope,rms_hi,e_f21,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b
rf0638,0.1674353,NaN,0.0,0.0785316087235,NaN,1.12606,notineco,8.48561,3.0,0,12.5939,4.0,199.0,29.6825,0.527622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.39,0.03,0.01,0.3,0.06,13.84,0.11,14.0,18.82,0.04,0.48548391,0.03,0.37,0.08,0.15,29.658735,0.08,0.15,14.7,3.78,16.76,15.17,16.3,0.62,1.83,-0.11,14.22,16.06,0.79,0.27,7.58,0.2,0.02,2.9,3.74,1.69,1.46,9.19,-99.0,7021.43,-99.0,0.04,-18.81,2.67,15.87,0.28,0.04,0.03,7086.7,0.06,0.09,0.02,14.06,17.91,0,0.08,2.54,6.47,0,1,1,1.76,ALFALFA,3.06,0.22,11.68,1,11.63,12.5,20122,0.0,11.64,0,0.0,1,10119,12.39,11.59,0
rf0640,0.03979647,NaN,0.10958,0.108098050942,NaN,2.34026,notineco,9.8047,3.0,0,12.5939,4.0,199.0,29.6825,0.527622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.79,0.03,0.01,0.07,0.06,11.58,0.12,11.51,20.45,0.04,0.56839155,0.04,0.08,0.02,0.16,29.717912,0.08,0.02,12.45,5.82,15.29,12.98,14.47,1.15,2.61,-0.03,11.71,14.05,0.53,0.28,18.44,0.02,0.03,4.24,5.17,2.78,2.42,10.47,-99.0,7021.43,-99.0,0.02,-20.64,3.53,13.73,0.29,0.04,0.11,7070.8,0.18,0.06,0.02,11.86,17.06,0,0.13,1.29,1.9,0,1,1,1.26,ALFALFA,3.1,0.24,11.68,1,11.63,12.5,20122,0.0,11.64,0,0.0,1,10119,12.39,11.59,0
rf0641,0.03135646,NaN,0.30934,0.307904079547,NaN,0.917457,notineco,7.57571,3.0,0,12.5939,4.0,199.0,29.6825,0.527622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.25,0.02,0.01,0.55,0.06,16.15,0.1,-99.0,20.65,0.04,0.37795959,0.16,1.6,0.95,0.14,29.7975,0.07,-99.0,-99.0,3.43,19.02,18.12,18.65,0.41,1.52,-0.04,-99.0,18.49,0.77,0.25,8.62,-99.0,0.06,2.43,3.22,1.31,1.16,7.97,-99.0,7021.43,-99.0,0.09,-16.44,2.31,18.03,0.26,0.03,0.11,7044.9,0.13,-99.0,0.03,17.5,19.73,0,0.0,0.0,0.61,0,0,0,0.0,ALFALFA,3.26,0.12,11.68,0,0.0,12.5,20122,0.0,11.64,0,0.0,1,0,0.0,0.0,0
rf0642,0.08413357,NaN,0.90614003,0.917198335224,NaN,0.637384,notineco,7.95669,1.0,1,10.7871,1.0,477.0,29.9195,0.7211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.12,0.02,0.01,0.38,0.05,15.95,0.1,-99.0,19.25,0.04,0.7209702,0.07,0.58,0.57,0.13,29.919282,0.07,-99.0,-99.0,2.3,18.14,17.08,17.96,0.2,1.22,0.01,-99.0,17.91,0.63,0.23,5.36,-99.0,0.02,1.88,2.63,0.86,0.78,7.91,-99.0,5833.9,-99.0,0.03,-16.71,1.97,17.78,0.24,0.03,0.03,5833.9,0.09,-99.0,0.02,15.81,18.83,0,0.0,0.0,0.17,0,0,0,0.0,GBT,1.38,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0643,0.04766466,NaN,0.45085999,1.23164823971,NaN,0.777802,notineco,7.61591,1.0,1,10.7017,1.0,478.0,30.0365,0.464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.13,0.03,0.01,1.13,0.06,16.85,0.11,-99.0,20.12,0.04,0.46409587,0.19,1.19,0.57,0.15,30.036304,0.08,-99.0,-99.0,2.05,18.99,18.02,18.82,0.21,1.21,0.06,-99.0,18.74,0.72,0.27,4.28,-99.0,0.02,1.96,2.69,0.95,0.87,7.75,-99.0,7131.6,-99.0,0.09,-16.3,1.95,18.67,0.27,0.03,0.05,7131.6,0.33,-99.0,0.03,16.46,19.86,0,0.0,0.0,0.26,1,0,0,0.0,ALFALFA,2.82,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0644,0.03836939,1,0.46379,0.480321255263,1,0.950629,notineco,6.90965,2.0,0,12.8109,4.0,202.0,30.5504,-0.115541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.15,0.03,0.01,1.41,0.06,14.78,0.11,-99.0,20.05,0.04,0.086199693,0.13,1.3,-99.0,0.15,30.289364,0.08,-99.0,-99.0,6.72,18.47,-99.0,18.27,0.27,1.38,0.05,-99.0,18.13,0.28,0.27,14.6,-99.0,0.03,2.24,3.07,1.12,1.01,7.85,-99.0,5978.85,-99.0,0.02,-16.4,2.21,18.07,0.28,0.04,0.04,5770.5,0.07,-99.0,0.02,14.52,19.33,0,0.0,0.0,0.83,0,0,0,0.0,ALFALFA,2.56,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0645,0.02186344,NaN,0.21546,0.219133839315,NaN,1.14626,notineco,7.21406,2.0,0,12.8109,4.0,202.0,30.5504,-0.115541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.27,0.02,0.01,1.78,0.05,16.79,0.09,-99.0,20.62,0.04,-0.25584871,0.29,0.85,1.09,0.13,30.473058,0.07,-99.0,-99.0,5.99,18.6,17.38,18.24,0.43,1.53,-0.03,-99.0,18.03,0.39,0.23,13.01,-99.0,0.04,2.58,3.38,1.49,1.33,8.07,-99.0,5978.85,-99.0,0.04,-16.45,2.32,17.82,0.23,0.03,0.05,5879.7,0.1,-99.0,0.03,16.23,19.62,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0646,0.02219372,NaN,0.47297999,1.1262493758,NaN,1.20249,notineco,7.86234,1.0,1,10.7684,1.0,479.0,30.8577,-0.8205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.31,0.03,0.01,0.25,0.06,15.9,0.11,-99.0,20.64,0.04,-0.82052124,0.07,0.92,1.57,0.15,30.857725,0.08,-99.0,-99.0,3.34,18.57,17.11,18.15,0.48,1.6,0.0,-99.0,17.98,0.43,0.27,7.63,-99.0,0.02,2.68,3.47,1.57,1.39,8.19,-99.0,6066.1,-99.0,0.02,-16.62,2.39,17.82,0.28,0.04,0.08,6066.1,0.08,-99.0,0.02,16.59,19.65,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NaN,NaN,0.0,0,0.0,10.28,20404,2.19,0.0,0,0.0,1,0,0.0,0.0,1
rf0647,0.02459673,NaN,0.73133999,1.83645866504,NaN,0.856685,notineco,7.85608,1.0,1,10.6788,1.0,480.0,30.8577,0.9602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.3,0.02,0.01,2.02,0.05,16.07,0.09,-99.0,20.95,0.04,0.96031053,0.11,1.37,0.98,0.13,30.857771,0.07,-99.0,-99.0,2.33,19.24,18.1,18.88,0.48,1.68,0.01,-99.0,18.69,0.69,0.22,5.6,-99.0,0.03,2.59,3.44,1.39,1.21,7.95,-99.0,7024.2,-99.0,0.03,-16.19,2.53,18.55,0.23,0.03,0.05,7024.2,0.27,-99.0,0.02,17.31,20.21,0,0.0,0.0,0.29,1,0,0,0.0,ALFALFA,3.16,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0648,0.01911006,NaN,0.44936001,1.85858143879,NaN,0.867063,notineco,7.49083,1.0,1,10.6006,1.0,481.0,30.9224,-1.1265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.28,0.03,0.01,0.49,0.06,16.99,0.11,-99.0,20.71,0.04,-1.1265131,0.35,0.7,0.77,0.14,30.922413,0.08,-99.0,-99.0,3.25,19.13,17.91,18.78,0.45,1.61,0.15,-99.0,18.61,0.53,0.26,6.98,-99.0,0.03,2.51,3.34,1.35,1.18,7.81,-99.0,5763.2,-99.0,0.03,-15.87,2.44,18.48,0.26,0.03,0.06,5763.2,0.15,-99.0,0.02,16.57,20.1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0649,0.07381938,NaN,0.75449002,1.65778911407,NaN,1.34153,notineco,8.41822,1.0,1,11.0549,1.0,207.0,31.2296,0.7704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.42,0.02,0.01,2.78,0.05,14.81,0.09,-99.0,-99.0,0.04,0.7704764,0.03,0.31,-99.0,0.13,31.229648,0.07,-99.0,15.61,4.76,17.42,-99.0,16.93,0.64,1.81,0.17,-99.0,16.68,0.56,0.23,13.31,-99.0,0.02,2.94,3.74,1.77,1.55,9.03,-99.0,7246.6,19.76,0.02,-18.22,2.61,16.5,0.23,0.03,0.03,7246.6,-99.0,0.26,0.02,3.86,18.55,0,0.0,0.0,0.37,1,0,0,0.0,ALFALFA,2.99,0.0,0.0,1,10.95,0.0,0,0.0,0.0,1,6.39,0,10126,11.15,10.79,0
rf0650,0.03967153,NaN,0.76536,1.83645866504,NaN,0.763622,notineco,7.48998,1.0,1,10.7717,1.0,482.0,31.6257,0.9733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.29,0.02,0.01,0.81,0.05,-99.0,0.1,-99.0,20.4,0.04,0.97359122,0.15,-99.0,-99.0,0.13,31.625749,0.07,-99.0,-99.0,4.28,18.76,-99.0,18.4,0.48,1.72,0.07,-99.0,18.22,0.77,0.23,10.16,-99.0,0.02,2.6,3.49,1.36,1.16,8.11,-99.0,6898.0,-99.0,0.04,-16.63,2.61,17.94,0.24,0.03,0.05,6898.0,0.08,-99.0,0.02,13.84,19.61,0,0.0,0.0,0.28,1,0,0,0.0,ALFALFA,3.08,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0651,0.03863801,NaN,-999.0,0.0473083796522,NaN,0.951028,notineco,7.18377,1.0,0,11.1319,2.0,211.0,31.7496,1.0135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.22,0.02,0.01,0.58,0.06,16.78,0.1,13.84,20.06,0.04,1.0423231,0.25,1.13,0.74,0.14,31.763415,0.07,0.44,-99.0,6.02,18.44,17.47,18.14,0.35,1.45,0.15,-99.0,17.98,0.46,0.24,13.76,-99.0,0.03,2.36,3.15,1.26,1.13,8.01,-99.0,5993.8,-99.0,0.07,-16.59,2.24,17.77,0.25,0.03,0.04,5979.8,0.07,-99.0,0.05,15.29,19.35,0,0.07,0.76,1.94,0,1,1,0.74,ALFALFA,3.0,0.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0652,0.02074777,NaN,0.91303003,1.0933438574,NaN,1.05621,notineco,7.71776,1.0,1,10.6781,1.0,483.0,31.945,0.0356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.25,0.02,0.01,1.0,0.06,16.75,0.1,-99.0,20.71,0.04,0.035556368,0.19,0.89,0.46,0.14,31.94499,0.07,-99.0,-99.0,2.77,18.82,17.61,18.51,0.4,1.52,0.03,-99.0,18.32,0.67,0.25,6.01,-99.0,0.02,2.52,3.32,1.4,1.25,7.91,-99.0,5908.0,-99.0,0.03,-16.19,2.32,18.14,0.25,0.03,0.05,5908.0,0.1,-99.0,0.02,16.99,19.83,0,0.0,0.0,0.21,0,0,0,0.0,ALFALFA,2.44,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0653,0.03802166,NaN,0.78334999,1.60060490614,NaN,0.774981,notineco,7.84867,1.0,1,10.7676,1.0,484.0,32.1904,0.4847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.3,0.03,0.01,0.37,0.06,16.05,0.11,-99.0,20.54,0.04,0.48483935,0.09,1.28,0.77,0.15,32.190476,0.08,-99.0,-99.0,2.86,18.91,16.46,18.53,0.49,1.7,0.17,-99.0,18.35,0.57,0.26,7.15,-99.0,0.03,2.59,3.45,1.38,1.19,8.11,-99.0,7220.5,-99.0,0.04,-16.61,2.56,18.17,0.27,0.03,0.04,7220.5,0.09,-99.0,0.03,16.61,19.82,0,0.0,0.0,0.31,1,0,0,0.0,ALFALFA,3.02,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0654,0.05261528,NaN,0.17648999,0.17739449278,NaN,1.02732,notineco,8.52637,3.0,0,11.4289,3.0,214.0,32.3495,1.14791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.34,0.03,0.01,0.5,0.07,15.19,0.12,-99.0,20.15,0.05,1.1838044,0.05,0.42,0.26,0.16,32.275281,0.09,-99.0,15.56,2.36,18.16,17.15,17.75,0.54,1.79,-0.02,-99.0,17.53,0.88,0.29,6.84,-99.0,0.02,2.82,3.71,1.58,1.37,8.49,-99.0,7139.56,-99.0,0.04,-17.39,2.68,17.32,0.3,0.04,0.03,7173.7,0.05,0.12,0.02,15.34,19.25,0,0.0,0.0,0.27,1,0,0,0.0,ALFALFA,3.02,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0655,0.0186922,NaN,0.35321,0.975765708652,NaN,1.32687,notineco,8.28874,1.0,1,10.8015,1.0,485.0,32.3333,1.0453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.41,0.02,0.01,0.4,0.06,15.98,0.1,-99.0,20.99,0.04,1.0453175,0.05,0.57,0.33,0.14,32.33334,0.07,-99.0,-99.0,3.3,18.5,16.03,18.03,0.64,1.85,0.12,-99.0,17.77,0.57,0.25,9.23,-99.0,0.02,3.01,3.85,1.8,1.57,8.45,-99.0,6220.6,-99.0,0.04,-16.79,2.69,17.52,0.25,0.03,0.04,6220.6,0.06,-99.0,0.02,15.64,19.55,0,0.0,0.0,0.32,1,0,0,0.0,ALFALFA,3.06,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0656,0.01326881,NaN,0.36759001,0.645059181829,NaN,1.20835,notineco,7.68699,1.0,1,10.6926,1.0,486.0,32.3465,0.8908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.34,0.02,0.01,0.53,0.06,16.83,0.1,-99.0,21.5,0.04,0.89096873,0.34,0.66,0.08,0.14,32.346507,0.07,-99.0,-99.0,3.0,19.26,15.71,18.85,0.54,1.76,-0.09,-99.0,18.66,0.49,0.25,6.65,-99.0,0.03,2.93,3.8,1.71,1.51,8.09,-99.0,7110.2,-99.0,0.03,-16.26,2.63,18.47,0.25,0.03,0.14,7110.2,0.33,-99.0,0.02,15.42,20.36,0,0.0,0.0,0.3,1,0,0,0.0,ALFALFA,3.01,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0657,0.04515091,NaN,0.14631,0.14608806539,NaN,1.15801,notineco,7.76052,3.0,0,11.4289,3.0,214.0,32.3495,1.14791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.5,0.03,0.01,0.62,0.07,14.81,0.12,-99.0,20.4,0.05,1.1684639,0.18,0.57,1.82,0.17,32.373589,0.09,-99.0,-99.0,7.32,18.09,15.91,17.53,0.77,2.02,0.02,-99.0,17.18,0.68,0.29,17.5,-99.0,0.05,3.11,3.96,1.85,1.59,8.87,-99.0,7139.56,-99.0,0.08,-17.61,2.87,16.87,0.3,0.04,0.06,7167.1,0.1,-99.0,0.02,15.93,19.0,0,0.0,0.0,0.35,1,0,0,0.0,ALFALFA,3.19,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0658,0.02242751,NaN,0.14449,0.14608806539,NaN,2.2009,notineco,10.3417,3.0,1,11.4289,3.0,214.0,32.3495,1.14791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.73,0.03,0.01,0.21,0.06,12.88,0.11,12.84,21.18,0.04,1.0912167,0.02,0.1,0.16,0.15,32.400441,0.08,0.03,13.7,2.52,16.32,14.17,15.56,1.07,2.38,-0.07,13.15,15.17,0.67,0.27,12.28,0.05,0.02,3.88,4.78,2.57,2.23,9.97,-99.0,7139.56,-99.0,0.02,-19.55,3.28,14.88,0.27,0.04,0.08,7077.9,0.11,0.06,0.02,13.07,17.89,0,0.0,0.0,0.4,1,0,0,0.0,ALFALFA,2.87,0.0,12.06,1,10.68,11.42,20134,10.08,12.06,1,11.06,1,10130,11.57,10.4,1
rf0659,0.04595817,NaN,-999.0,0.052554072862,NaN,1.24167,notineco,7.23628,3.0,0,11.4859,3.0,218.0,33.0098,1.21757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.25,0.03,0.01,1.1,0.06,16.5,0.11,-99.0,20.2,0.04,1.2092897,0.39,0.87,0.91,0.14,33.028024,0.08,-99.0,-99.0,9.45,17.96,16.18,17.59,0.38,1.41,0.03,-99.0,17.24,0.76,0.26,27.61,-99.0,0.12,2.53,3.29,1.5,1.37,8.39,-99.0,7026.1,-99.0,0.12,-17.52,2.17,16.82,0.26,0.03,0.27,7115.5,0.16,-99.0,0.03,15.56,18.79,0,0.17,0.11,2.5,0,1,3,0.11,ALFALFA,3.05,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0660,0.02724221,NaN,0.0,0.052050949058,NaN,0.736569,notineco,7.24792,1.0,0,10.9569,2.0,223.0,34.1985,-0.6526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.21,0.03,0.01,1.8,0.08,17.16,0.14,-99.0,20.69,0.05,-0.65466848,0.59,2.08,1.24,0.19,34.165077,0.1,-99.0,-99.0,3.53,19.21,18.44,18.96,0.36,1.48,-0.02,-99.0,18.75,0.43,0.33,7.37,-99.0,0.04,2.27,3.08,1.14,1.0,7.73,-99.0,6205.0,-99.0,0.03,-15.86,2.29,18.63,0.34,0.04,0.07,6177.2,0.34,-99.0,0.02,17.38,20.06,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0661,0.01021611,NaN,0.29791999,0.311643006836,NaN,1.28241,notineco,7.30067,1.0,0,12.7219,3.0,224.0,34.2699,1.2442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.32,0.03,0.01,0.92,0.08,16.48,0.14,-99.0,21.76,0.05,1.0696408,0.11,0.97,0.79,0.19,34.186564,0.1,-99.0,-99.0,4.45,19.29,18.18,18.89,0.5,1.58,0.0,-99.0,18.65,0.34,0.33,9.88,-99.0,0.03,2.74,3.52,1.65,1.48,7.95,-99.0,6487.2,-99.0,0.03,-16.01,2.36,18.41,0.34,0.04,0.07,6387.9,0.2,-99.0,0.03,17.93,20.39,0,0.0,0.0,0.28,1,0,0,0.0,ALFALFA,2.81,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0662,0.03785346,NaN,0.70181,2.27997607212,NaN,0.883011,notineco,7.18468,1.0,1,10.7985,1.0,488.0,34.2613,0.6124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.3,0.03,0.01,0.23,0.07,16.56,0.13,-99.0,20.6,0.05,0.61248288,0.1,1.07,0.73,0.17,34.261335,0.09,-99.0,-99.0,6.0,18.79,17.04,18.38,0.5,1.77,0.05,-99.0,18.25,0.44,0.31,13.38,-99.0,0.03,2.7,3.6,1.43,1.23,8.19,-99.0,7180.8,-99.0,0.07,-16.77,2.67,17.76,0.32,0.04,0.06,7180.8,0.18,-99.0,0.02,15.3,19.74,0,0.0,0.0,0.45,0,0,0,0.0,ALFALFA,2.87,0.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0663,0.07524917,0,0.31575999,0.317338376309,0,0.837938,notineco,7.83148,1.0,0,12.7219,3.0,224.0,34.2699,1.2442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.15,0.03,0.01,0.33,0.07,16.38,0.12,-99.0,19.51,0.05,1.2245195,0.08,0.48,0.77,0.17,34.464996,0.09,-99.0,-99.0,2.9,18.18,16.98,17.97,0.24,1.27,0.03,-99.0,17.87,0.6,0.3,7.07,-99.0,0.04,2.06,2.81,1.04,0.94,8.03,-99.0,6487.2,-99.0,0.03,-16.94,2.01,17.76,0.3,0.04,0.07,6462.8,0.05,-99.0,0.02,16.06,19.01,0,0.0,0.0,0.36,0,0,0,0.0,AO,0.33,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0664,0.0449342,NaN,0.98457998,2.8270169426,NaN,1.31779,notineco,7.55037,1.0,1,10.8979,1.0,228.0,35.4426,0.5646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.5,0.03,0.01,5.63,0.08,15.82,0.14,-99.0,20.22,0.06,0.56465708,0.11,0.45,0.5,0.19,35.442561,0.1,-99.0,-99.0,8.48,18.43,17.3,17.82,0.76,1.96,0.09,-99.0,17.54,0.29,0.35,18.8,-99.0,0.04,3.01,3.82,1.81,1.55,8.87,-99.0,7244.3,-99.0,0.03,-17.36,2.77,17.12,0.35,0.05,0.14,7244.3,0.24,-99.0,0.02,15.73,18.37,0,0.0,0.0,0.41,1,0,0,0.0,ALFALFA,3.45,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0665,0.10898853,NaN,2.72819996,3.04261027769,NaN,1.14145,notineco,7.15441,1.0,1,11.0479,1.0,229.0,35.4633,-0.9626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.27,0.03,0.01,0.91,0.07,14.97,0.13,-99.0,19.35,0.05,-0.96249671,0.04,0.47,0.4,0.18,35.463257,0.1,-99.0,-99.0,11.95,17.32,16.17,16.98,0.42,1.52,-0.15,-99.0,16.75,0.22,0.32,26.82,-99.0,0.02,2.57,3.36,1.47,1.31,8.75,-99.0,7164.5,-99.0,0.03,-18.17,2.31,16.71,0.33,0.04,0.04,7164.5,0.07,-99.0,0.02,14.95,18.45,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NaN,NaN,10.58,0,0.0,11.01,20426,17.46,10.26,0,0.0,1,0,0.0,0.0,1
rf0666,0.02533203,NaN,0.74445999,0.697838934789,NaN,1.11855,notineco,7.551,1.0,1,10.7488,1.0,489.0,35.782,0.9903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.23,0.03,0.01,0.86,0.07,16.71,0.13,14.44,20.98,0.05,0.99036908,0.37,1.86,1.45,0.18,35.782049,0.1,1.63,-99.0,4.74,18.91,17.4,18.59,0.37,1.48,-0.05,-99.0,18.41,0.47,0.33,15.08,-99.0,0.03,2.52,3.34,1.42,1.28,8.03,-99.0,7043.8,-99.0,0.11,-16.52,2.3,18.01,0.33,0.04,0.11,7043.8,0.18,-99.0,0.05,16.2,19.71,0,0.0,0.0,0.33,1,0,0,0.0,ALFALFA,3.23,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0667,0.04224469,NaN,0.70736003,0.697838934789,NaN,0.974345,notineco,7.40978,1.0,1,10.7657,1.0,490.0,36.1634,0.8044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.16,0.04,0.02,0.73,0.09,17.04,0.16,-99.0,20.41,0.06,0.80447588,0.1,0.85,0.86,0.21,36.163418,0.11,-99.0,-99.0,3.73,18.81,18.3,18.52,0.27,1.28,-0.08,-99.0,18.37,0.61,0.38,8.8,-99.0,0.06,2.18,2.93,1.16,1.06,7.93,-99.0,7036.5,-99.0,0.04,-16.6,2.03,18.21,0.39,0.05,0.07,7036.5,0.11,-99.0,0.06,16.93,19.71,0,0.0,0.0,0.49,0,0,0,0.0,ALFALFA,3.19,0.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0668,0.01127838,NaN,2.0947001,1.94996191657,NaN,0.910626,notineco,8.18364,1.0,1,10.4674,1.0,491.0,36.8305,1.0255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.29,0.03,0.01,1.14,0.06,-99.0,0.11,-99.0,20.76,0.04,1.0255798,0.08,-99.0,0.86,0.15,36.830501,0.08,-99.0,-99.0,2.11,19.05,17.98,18.68,0.47,1.66,0.08,-99.0,18.48,0.77,0.27,6.1,-99.0,0.03,2.59,3.44,1.4,1.22,7.63,-99.0,4408.2,-99.0,0.05,-15.4,2.51,18.38,0.28,0.04,0.04,4408.2,0.11,-99.0,0.04,16.39,20.01,0,0.0,0.0,0.26,1,0,0,0.0,ALFALFA,3.25,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0669,0.02106286,NaN,0.2352,0.225787142799,NaN,1.05036,notineco,8.17417,1.0,0,12.3619,2.0,233.0,36.8872,-0.2445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.29,0.03,0.01,0.94,0.06,16.08,0.11,-99.0,20.95,0.04,-0.38598958,0.11,1.32,0.56,0.15,36.902426,0.08,-99.0,-99.0,1.9,19.02,17.85,18.66,0.47,1.67,0.08,-99.0,18.47,0.69,0.26,4.72,-99.0,0.03,2.68,3.54,1.48,1.3,8.01,-99.0,6361.5,-99.0,0.04,-16.3,2.53,18.29,0.27,0.03,0.05,6624.8,0.12,-99.0,0.03,16.44,20.08,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
